,date,counts,year,month,day,data_quality,max_temp_°c,max_temp_flag,min_temp_°c,min_temp_flag,mean_temp_°c,mean_temp_flag,heat_deg_days_°c,heat_deg_days_flag,cool_deg_days_°c,cool_deg_days_flag,total_rain_mm,total_rain_flag,total_snow_cm,total_snow_flag,total_precip,total_precip_flag,snow_on_grnd_cm,snow_on_grnd_flag,dir_of_max_gust_10s_deg,dir_of_max_gust_flag,spd_of_max_gust_km/h,spd_of_max_gust_flag
1385,2017-10-17,2,2017,10,17,,19.0,,4.3,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,,M,,M
1386,2017-10-18,2,2017,10,18,,20.9,,9.9,,15.4,,2.6,,0.0,,,M,,M,0.0,,,,,M,,M
1387,2017-10-19,2,2017,10,19,,20.9,,10.5,,15.7,,2.3,,0.0,,,M,,M,0.0,,,,,M,,M
1388,2017-10-20,2,2017,10,20,,19.5,,8.8,,14.2,,3.8,,0.0,,,M,,M,0.0,,,,,M,,M
1389,2017-10-21,1,2017,10,21,,20.8,,10.5,,15.7,,2.3,,0.0,,,M,,M,0.0,,,,,M,,M
1390,2017-10-22,1,2017,10,22,,22.7,,11.4,,17.1,,0.9,,0.0,,,M,,M,0.0,,,,,M,,M
1391,2017-10-23,1,2017,10,23,,19.3,,15.0,,17.2,,0.8,,0.0,,,M,,M,8.8,,,,,M,,M
1392,2017-10-24,3,2017,10,24,,16.6,,10.2,,13.4,,4.6,,0.0,,,M,,M,0.9,,,,,M,,M
1393,2017-10-25,1,2017,10,25,,11.9,,5.6,,8.8,,9.2,,0.0,,,M,,M,0.0,,,,,M,,M
1394,2017-10-26,0,2017,10,26,,11.4,,3.9,,7.7,,10.3,,0.0,,,M,,M,0.0,,,,,M,,M
1395,2017-10-27,1,2017,10,27,,14.5,,5.2,,9.9,,8.1,,0.0,,,M,,M,0.0,,,,,M,,M
1396,2017-10-28,3,2017,10,28,,13.4,,4.9,,9.2,,8.8,,0.0,,,M,,M,5.9,,,,,M,,M
1397,2017-10-29,0,2017,10,29,,8.8,,4.9,,6.9,,11.1,,0.0,,,M,,M,0.0,,,,,M,,M
1398,2017-10-30,0,2017,10,30,,,M,5.9,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1399,2017-10-31,0,2017,10,31,,8.5,,5.0,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
1400,2017-11-01,1,2017,11,1,,7.7,,4.8,,6.3,,11.7,,0.0,,,M,,M,0.9,,,,,M,,M
1401,2017-11-02,3,2017,11,2,,14.7,,6.7,,10.7,,7.3,,0.0,,,M,,M,8.5,,0.0,T,,M,,M
1402,2017-11-03,3,2017,11,3,,11.8,,4.6,,8.2,,9.8,,0.0,,,M,,M,1.4,,,,,M,,M
1403,2017-11-04,1,2017,11,4,,7.6,,3.7,,5.7,,12.3,,0.0,,,M,,M,0.4,,,,,M,,M
1404,2017-11-05,15,2017,11,5,,15.0,,7.5,,11.3,,6.7,,0.0,,,M,,M,15.7,,,,,M,,M
1405,2017-11-06,7,2017,11,6,,12.7,,4.9,,8.8,,9.2,,0.0,,,M,,M,0.0,,,,,M,,M
1406,2017-11-07,0,2017,11,7,,,M,4.0,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1407,2017-11-08,0,2017,11,8,,8.9,,1.0,,5.0,,13.0,,0.0,,,M,,M,0.0,,,,,M,,M
1408,2017-11-09,1,2017,11,9,,8.9,,-3.5,,2.7,,15.3,,0.0,,,M,,M,0.0,,,,,M,,M
1409,2017-11-10,2,2017,11,10,,-3.5,,-9.3,,-6.4,,24.4,,0.0,,,M,,M,0.2,,,,,M,,M
1410,2017-11-11,2,2017,11,11,,2.6,,-6.2,,-1.8,,19.8,,0.0,,,M,,M,0.0,,,,,M,,M
1411,2017-11-12,1,2017,11,12,,5.9,,2.5,,4.2,,13.8,,0.0,,,M,,M,1.4,,,,,M,,M
1412,2017-11-13,1,2017,11,13,,6.1,,2.5,,4.3,,13.7,,0.0,,,M,,M,0.3,,,,,M,,M
1413,2017-11-14,3,2017,11,14,,7.0,,4.1,,5.6,,12.4,,0.0,,,M,,M,0.0,,,,,M,,M
1414,2017-11-15,1,2017,11,15,,8.1,,3.9,,6.0,,12.0,,0.0,,,M,,M,2.8,,,,,M,,M
1415,2017-11-16,2,2017,11,16,,8.3,,0.1,,4.2,,13.8,,0.0,,,M,,M,0.3,,,,,M,,M
1416,2017-11-17,2,2017,11,17,,4.0,,-1.9,,1.1,,16.9,,0.0,,,M,,M,0.0,,,,,M,,M
1417,2017-11-18,5,2017,11,18,,8.3,,2.8,,5.6,,12.4,,0.0,,,M,,M,17.8,,,,,M,,M
1418,2017-11-19,4,2017,11,19,,4.8,,-1.0,,1.9,,16.1,,0.0,,,M,,M,0.6,,,,,M,,M
1419,2017-11-20,3,2017,11,20,,6.6,,-0.2,,3.2,,14.8,,0.0,,,M,,M,0.0,,,,,M,,M
1420,2017-11-21,3,2017,11,21,,11.9,,3.6,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,M,,M
1421,2017-11-22,2,2017,11,22,,3.9,,-1.5,,1.2,,16.8,,0.0,,,M,,M,0.0,,,,,M,,M
1422,2017-11-23,3,2017,11,23,,4.1,,-0.3,,1.9,,16.1,,0.0,,,M,,M,0.0,,,,,M,,M
1423,2017-11-24,2,2017,11,24,,9.8,,2.3,,6.1,,11.9,,0.0,,,M,,M,0.0,,,,,M,,M
1424,2017-11-25,1,2017,11,25,,10.8,,2.1,,6.5,,11.5,,0.0,,,M,,M,0.8,,,,,M,,M
1425,2017-11-26,0,2017,11,26,,4.3,,0.2,,2.3,,15.7,,0.0,,,M,,M,0.0,,,,,M,,M
1426,2017-11-27,1,2017,11,27,,,M,1.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1427,2017-11-28,1,2017,11,28,,15.0,,1.8,,8.4,,9.6,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1428,2017-11-29,0,2017,11,29,,11.6,,1.7,,6.7,,11.3,,0.0,,,M,,M,0.0,,,,,M,,M
1429,2017-11-30,1,2017,11,30,,7.2,,2.3,,4.8,,13.2,,0.0,,,M,,M,1.9,,,,,M,,M
1430,2017-12-01,2,2017,12,1,,7.8,,3.7,,5.8,,12.2,,0.0,,,M,,M,0.0,,1.0,,,M,,M
1431,2017-12-02,1,2017,12,2,,8.0,,2.2,,5.1,,12.9,,0.0,,,M,,M,0.0,,1.0,,,M,,M
1432,2017-12-03,1,2017,12,3,,7.8,,2.0,,4.9,,13.1,,0.0,,,M,,M,0.0,,1.0,,,M,,M
1433,2017-12-04,2,2017,12,4,,10.8,,3.0,,6.9,,11.1,,0.0,,,M,,M,2.4,,1.0,,,M,,M
1434,2017-12-05,8,2017,12,5,,10.7,,0.6,,5.7,,12.3,,0.0,,,M,,M,5.6,,,,,M,,M
1435,2017-12-06,0,2017,12,6,,3.4,,-1.3,,1.1,,16.9,,0.0,,,M,,M,0.0,,,,,M,,M
1436,2017-12-07,2,2017,12,7,,1.1,,-2.2,,-0.6,,18.6,,0.0,,,M,,M,0.0,,,,,M,,M
1437,2017-12-08,5,2017,12,8,,1.2,,-2.7,,-0.8,,18.8,,0.0,,,M,,M,0.0,,,,,M,,M
1438,2017-12-09,0,2017,12,9,,1.9,,-1.7,,0.1,,17.9,,0.0,,,M,,M,0.0,,,,,M,,M
1439,2017-12-10,1,2017,12,10,,-0.7,,-3.2,,-2.0,,20.0,,0.0,,,M,,M,0.0,,,,,M,,M
1440,2017-12-11,2,2017,12,11,,-1.5,,-6.7,,-4.1,,22.1,,0.0,,,M,,M,3.1,,,,,M,,M
1441,2017-12-12,1,2017,12,12,,-1.4,,-11.4,,-6.4,,24.4,,0.0,,,M,,M,3.7,,8.0,,,M,,M
1442,2017-12-13,1,2017,12,13,,-6.6,,-13.1,,-9.9,,27.9,,0.0,,,M,,M,0.2,,6.0,,,M,,M
1443,2017-12-14,2,2017,12,14,,-5.6,,-14.1,,-9.9,,27.9,,0.0,,,M,,M,0.2,,5.0,,,M,,M
1444,2017-12-15,1,2017,12,15,,-3.0,,-9.8,,-6.4,,24.4,,0.0,,,M,,M,0.5,,5.0,,,M,,M
1445,2017-12-16,0,2017,12,16,,-3.1,,-8.2,,-5.7,,23.7,,0.0,,,M,,M,0.0,,7.0,,,M,,M
1446,2017-12-17,0,2017,12,17,,-5.4,,-11.3,,-8.4,,26.4,,0.0,,,M,,M,0.2,,6.0,,,M,,M
1447,2017-12-18,1,2017,12,18,,4.7,,-5.9,,-0.6,,18.6,,0.0,,,M,,M,2.6,,6.0,,,M,,M
1448,2017-12-19,5,2017,12,19,,7.4,,2.9,,5.2,,12.8,,0.0,,,M,,M,0.0,,1.0,,,M,,M
1449,2017-12-20,0,2017,12,20,,3.1,,-2.9,,0.1,,17.9,,0.0,,,M,,M,0.0,,,,,M,,M
1450,2017-12-21,0,2017,12,21,,-1.8,,-4.7,,-3.3,,21.3,,0.0,,,M,,M,2.7,,,,,M,,M
1451,2017-12-22,0,2017,12,22,,-1.8,,-5.7,,-3.8,,21.8,,0.0,,,M,,M,3.4,,5.0,,,M,,M
1452,2017-12-23,1,2017,12,23,,0.6,,-4.8,,-2.1,,20.1,,0.0,,,M,,M,3.1,,5.0,,,M,,M
1453,2017-12-24,0,2017,12,24,,-1.1,,-4.8,,-3.0,,21.0,,0.0,,,M,,M,7.2,,7.0,,,M,,M
1454,2017-12-25,1,2017,12,25,,-3.0,,-10.5,,-6.8,,24.8,,0.0,,,M,,M,1.0,,16.0,,,M,,M
1455,2017-12-26,0,2017,12,26,,-10.2,,-14.4,,-12.3,,30.3,,0.0,,,M,,M,0.0,,12.0,,,M,,M
1456,2017-12-27,1,2017,12,27,,-9.9,,-17.9,,-13.9,,31.9,,0.0,,,M,,M,0.0,,11.0,,,M,,M
1457,2017-12-28,0,2017,12,28,,-11.8,,-19.6,,-15.7,,33.7,,0.0,,,M,,M,0.2,,10.0,,,M,,M
1458,2017-12-29,0,2017,12,29,,-7.3,,-14.3,,-10.8,,28.8,,0.0,,,M,,M,1.0,,10.0,,,M,,M
1459,2017-12-30,1,2017,12,30,,-6.8,,-18.1,,-12.5,,30.5,,0.0,,,M,,M,0.2,,10.0,,,M,,M
1460,2017-12-31,0,2017,12,31,,-13.7,,-20.2,,-17.0,,35.0,,0.0,,,M,,M,0.0,,11.0,,,M,,M
1461,2018-01-01,1,2018,1,1,,-7.9,,-18.6,,-13.3,,31.3,,0.0,,,M,,M,0.2,,11.0,,,M,,M
1462,2018-01-02,1,2018,1,2,,-7.1,,-12.5,,-9.8,,27.8,,0.0,,,M,,M,0.0,,9.0,,,M,,M
1463,2018-01-03,1,2018,1,3,,-5.3,,-11.2,,-8.3,,26.3,,0.0,,,M,,M,0.2,,11.0,,,M,,M
1464,2018-01-04,1,2018,1,4,,-7.7,,-19.7,,-13.7,,31.7,,0.0,,,M,,M,0.2,,11.0,,,M,,M
1465,2018-01-05,0,2018,1,5,,-14.7,,-20.6,,-17.7,,35.7,,0.0,,,M,,M,0.0,,10.0,,,M,,M
1466,2018-01-06,1,2018,1,6,,-15.4,,-22.3,,-18.9,,36.9,,0.0,,,M,,M,0.0,,10.0,,,M,,M
1467,2018-01-07,2,2018,1,7,,-1.0,,-17.5,,-9.3,,27.3,,0.0,,,M,,M,0.0,,10.0,,,M,,M
1468,2018-01-08,8,2018,1,8,,3.0,,-1.7,,0.7,,17.3,,0.0,,,M,,M,5.4,,11.0,,,M,,M
1469,2018-01-09,13,2018,1,9,,1.6,,-0.6,,0.5,,17.5,,0.0,,,M,,M,0.0,,12.0,,,M,,M
1470,2018-01-10,19,2018,1,10,,5.9,,-1.3,,2.3,,15.7,,0.0,,,M,,M,0.9,,12.0,,,M,,M
1471,2018-01-11,70,2018,1,11,,11.6,,5.6,,8.6,,9.4,,0.0,,,M,,M,9.7,,6.0,,,M,,M
1472,2018-01-12,50,2018,1,12,,11.9,,-11.2,,0.4,,17.6,,0.0,,,M,,M,16.5,,,,,M,,M
1473,2018-01-13,1,2018,1,13,,-11.0,,-14.5,,-12.8,,30.8,,0.0,,,M,,M,0.2,,1.0,,,M,,M
1474,2018-01-14,0,2018,1,14,,-5.4,,-14.2,,-9.8,,27.8,,0.0,,,M,,M,0.0,,1.0,,,M,,M
1475,2018-01-15,2,2018,1,15,,-5.1,,-8.1,,-6.6,,24.6,,0.0,,,M,,M,3.2,,1.0,,,M,,M
1476,2018-01-16,5,2018,1,16,,-2.4,,-8.7,,-5.6,,23.6,,0.0,,,M,,M,1.1,,6.0,,,M,,M
1477,2018-01-17,1,2018,1,17,,-4.6,,-11.0,,-7.8,,25.8,,0.0,,,M,,M,0.0,,6.0,,,M,,M
1478,2018-01-18,2,2018,1,18,,-3.0,,-7.5,,-5.3,,23.3,,0.0,,,M,,M,0.0,,5.0,,,M,,M
1479,2018-01-19,1,2018,1,19,,3.1,,-4.0,,-0.5,,18.5,,0.0,,,M,,M,0.0,,4.0,,,M,,M
1480,2018-01-20,2,2018,1,20,,6.8,,0.9,,3.9,,14.1,,0.0,,,M,,M,0.0,,4.0,,,M,,M
1481,2018-01-21,2,2018,1,21,,4.2,,-0.1,,2.1,,15.9,,0.0,,,M,,M,0.2,,1.0,,,M,,M
1482,2018-01-22,18,2018,1,22,,3.0,,0.9,,2.0,,16.0,,0.0,,,M,,M,11.8,,1.0,,,M,,M
1483,2018-01-23,6,2018,1,23,,8.1,,-4.0,,2.1,,15.9,,0.0,,,M,,M,1.7,,,,,M,,M
1484,2018-01-24,5,2018,1,24,,-3.9,,-10.4,,-7.2,,25.2,,0.0,,,M,,M,0.2,,,,,M,,M
1485,2018-01-25,2,2018,1,25,,-0.8,,-10.0,,-5.4,,23.4,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1486,2018-01-26,3,2018,1,26,,6.8,,-1.0,,2.9,,15.1,,0.0,,,M,,M,0.0,,,,,M,,M
1487,2018-01-27,1,2018,1,27,,9.2,,2.9,,6.1,,11.9,,0.0,,,M,,M,0.6,,1.0,,,M,,M
1488,2018-01-28,0,2018,1,28,,5.5,,-1.4,,2.1,,15.9,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1489,2018-01-29,1,2018,1,29,,-1.1,,-6.3,,-3.7,,21.7,,0.0,,,M,,M,5.8,,0.0,T,,M,,M
1490,2018-01-30,2,2018,1,30,,-6.2,,-12.2,,-9.2,,27.2,,0.0,,,M,,M,0.4,,7.0,,,M,,M
1491,2018-01-31,0,2018,1,31,,3.0,,-12.3,,-4.7,,22.7,,0.0,,,M,,M,1.5,,4.0,,,M,,M
1492,2018-02-01,3,2018,2,1,,5.6,,-8.9,,-1.7,,19.7,,0.0,,,M,,M,0.0,,5.0,,,M,,M
1493,2018-02-02,0,2018,2,2,,-8.6,,-15.0,,-11.8,,29.8,,0.0,,,M,,M,0.2,,3.0,,,M,,M
1494,2018-02-03,1,2018,2,3,,0.4,,-9.7,,-4.7,,22.7,,0.0,,,M,,M,1.0,,3.0,,,M,,M
1495,2018-02-04,4,2018,2,4,,1.8,,-8.8,,-3.5,,21.5,,0.0,,,M,,M,4.9,,4.0,,,M,,M
1496,2018-02-05,0,2018,2,5,,-6.6,,-12.0,,-9.3,,27.3,,0.0,,,M,,M,0.0,,5.0,,,M,,M
1497,2018-02-06,1,2018,2,6,,-3.2,,-8.2,,-5.7,,23.7,,0.0,,,M,,M,0.2,,5.0,,,M,,M
1498,2018-02-07,0,2018,2,7,,-4.1,,-8.7,,-6.4,,24.4,,0.0,,,M,,M,7.5,,6.0,,,M,,M
1499,2018-02-08,1,2018,2,8,,-5.2,,-9.7,,-7.5,,25.5,,0.0,,,M,,M,0.0,,13.0,,,M,,M
1500,2018-02-09,2,2018,2,9,,-3.5,,-8.7,,-6.1,,24.1,,0.0,,,M,,M,4.7,,12.0,,,M,,M
1501,2018-02-10,0,2018,2,10,,-3.0,,-5.1,,-4.1,,22.1,,0.0,,,M,,M,5.8,,17.0,,,M,,M
1502,2018-02-11,3,2018,2,11,,-0.6,,-5.2,,-2.9,,20.9,,0.0,,,M,,M,2.9,,21.0,,,M,,M
1503,2018-02-12,14,2018,2,12,,-1.8,,-8.4,,-5.1,,23.1,,0.0,,,M,,M,0.3,,17.0,,,M,,M
1504,2018-02-13,4,2018,2,13,,-0.8,,-9.6,,-5.2,,23.2,,0.0,,,M,,M,0.0,,17.0,,,M,,M
1505,2018-02-14,15,2018,2,14,,5.7,,-1.0,,2.4,,15.6,,0.0,,,M,,M,0.0,,16.0,,,M,,M
1506,2018-02-15,33,2018,2,15,,9.6,,3.1,,6.4,,11.6,,0.0,,,M,,M,0.0,,13.0,,,M,,M
1507,2018-02-16,5,2018,2,16,,4.8,,-5.0,,-0.1,,18.1,,0.0,,,M,,M,0.0,,7.0,,,M,,M
1508,2018-02-17,2,2018,2,17,,-0.4,,-5.4,,-2.9,,20.9,,0.0,,,M,,M,0.0,,7.0,,,M,,M
1509,2018-02-18,2,2018,2,18,,4.5,,-1.3,,1.6,,16.4,,0.0,,,M,,M,0.0,,7.0,,,M,,M
1510,2018-02-19,8,2018,2,19,,5.8,,0.6,,3.2,,14.8,,0.0,,,M,,M,13.3,,5.0,,,M,,M
1511,2018-02-20,47,2018,2,20,,15.5,,5.2,,10.4,,7.6,,0.0,,,M,,M,7.6,,2.0,,,M,,M
1512,2018-02-21,17,2018,2,21,,14.6,,-1.2,,6.7,,11.3,,0.0,,,M,,M,6.6,,,,,M,,M
1513,2018-02-22,8,2018,2,22,,1.2,,-1.9,,-0.4,,18.4,,0.0,,,M,,M,0.2,,,,,M,,M
1514,2018-02-23,1,2018,2,23,,6.9,,-0.3,,3.3,,14.7,,0.0,,,M,,M,2.5,,,,,M,,M
1515,2018-02-24,2,2018,2,24,,6.2,,2.0,,4.1,,13.9,,0.0,,,M,,M,0.0,,,,,M,,M
1516,2018-02-25,4,2018,2,25,,12.8,,1.4,,7.1,,10.9,,0.0,,,M,,M,4.3,,,,,M,,M
1517,2018-02-26,6,2018,2,26,,8.3,,0.7,,4.5,,13.5,,0.0,,,M,,M,0.0,,,,,M,,M
1518,2018-02-27,0,2018,2,27,,13.4,E,0.9,E,7.2,E,10.8,E,0.0,E,,M,,M,0.0,,,,,M,,M
1519,2018-02-28,2,2018,2,28,,,M,5.1,E,,M,,M,,M,,M,,M,,M,0.0,T,,M,,M
1520,2018-03-01,3,2018,3,1,,,M,,M,,M,,M,,M,,M,,M,,M,0.0,T,,M,,M
1521,2018-03-02,3,2018,3,2,,,M,-0.5,E,,M,,M,,M,,M,,M,,M,4.0,,,M,,M
1522,2018-03-03,1,2018,3,3,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
1523,2018-03-04,0,2018,3,4,,,M,-3.1,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1524,2018-03-05,0,2018,3,5,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
1525,2018-03-06,0,2018,3,6,,,M,-1.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1526,2018-03-07,2,2018,3,7,,3.1,,0.4,,1.8,,16.2,,0.0,,,M,,M,0.0,,,,,M,,M
1527,2018-03-08,1,2018,3,8,,0.5,,-2.5,,-1.0,,19.0,,0.0,,,M,,M,0.0,,,,,M,,M
1528,2018-03-09,0,2018,3,9,,5.3,,-1.8,,1.8,,16.2,,0.0,,,M,,M,0.0,,,,,M,,M
1529,2018-03-10,0,2018,3,10,,3.2,,-2.1,,0.6,,17.4,,0.0,,,M,,M,0.2,,,,,M,,M
1530,2018-03-11,0,2018,3,11,,3.9,,-3.4,,0.3,,17.7,,0.0,,,M,,M,0.0,,,,,M,,M
1531,2018-03-12,1,2018,3,12,,-0.1,,-2.5,,-1.3,,19.3,,0.0,,,M,,M,0.5,,,,,M,,M
1532,2018-03-13,3,2018,3,13,,2.6,,-2.7,,-0.1,,18.1,,0.0,,,M,,M,0.4,,1.0,,,M,,M
1533,2018-03-14,1,2018,3,14,,2.2,,-2.7,,-0.3,,18.3,,0.0,,,M,,M,0.2,,,,,M,,M
1534,2018-03-15,2,2018,3,15,,6.4,,-3.7,,1.4,,16.6,,0.0,,,M,,M,0.2,,,,,M,,M
1535,2018-03-16,1,2018,3,16,,0.3,,-6.7,,-3.2,,21.2,,0.0,,,M,,M,0.0,,,,,M,,M
1536,2018-03-17,0,2018,3,17,,6.4,,-4.3,,1.1,,16.9,,0.0,,,M,,M,0.0,,,,,M,,M
1537,2018-03-18,1,2018,3,18,,6.4,,-3.7,,1.4,,16.6,,0.0,,,M,,M,0.0,,,,,M,,M
1538,2018-03-19,1,2018,3,19,,-0.2,,-6.3,,-3.3,,21.3,,0.0,,,M,,M,0.0,,,,,M,,M
1539,2018-03-20,0,2018,3,20,,1.5,,-4.8,,-1.7,,19.7,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1540,2018-03-21,0,2018,3,21,,6.2,,-3.7,,1.3,,16.7,,0.0,,,M,,M,0.0,,,,,M,,M
1541,2018-03-22,2,2018,3,22,,5.4,,-3.1,,1.2,,16.8,,0.0,,,M,,M,0.0,,,,,M,,M
1542,2018-03-23,0,2018,3,23,,4.9,,-3.0,,1.0,,17.0,,0.0,,,M,,M,0.0,,,,,M,,M
1543,2018-03-24,0,2018,3,24,,2.9,,-4.0,,-0.6,,18.6,,0.0,,,M,,M,0.0,,,,,M,,M
1544,2018-03-25,0,2018,3,25,,2.5,,-6.5,,-2.0,,20.0,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1545,2018-03-26,1,2018,3,26,,7.3,,0.9,,4.1,,13.9,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1546,2018-03-27,0,2018,3,27,,7.4,,3.0,,5.2,,12.8,,0.0,,,M,,M,3.6,,0.0,T,,M,,M
1547,2018-03-28,0,2018,3,28,,8.2,,2.8,,5.5,,12.5,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1548,2018-03-29,2,2018,3,29,,7.2,,3.5,,5.4,,12.6,,0.0,,,M,,M,14.6,,1.0,,,M,,M
1549,2018-03-30,1,2018,3,30,,5.8,,0.2,,3.0,,15.0,,0.0,,,M,,M,0.3,,1.0,,,M,,M
1550,2018-03-31,1,2018,3,31,,8.3,,0.4,,4.4,,13.6,,0.0,,,M,,M,2.7,,0.0,T,,M,,M
1551,2018-04-01,1,2018,4,1,,4.5,,-2.6,,1.0,,17.0,,0.0,,,M,,M,0.2,,,,,M,,M
1552,2018-04-02,2,2018,4,2,,6.5,,-1.2,,2.7,,15.3,,0.0,,,M,,M,0.0,,,,,M,,M
1553,2018-04-03,5,2018,4,3,,5.0,,2.4,,3.7,,14.3,,0.0,,,M,,M,17.8,,,,,M,,M
1554,2018-04-04,11,2018,4,4,,5.7,,-3.2,,1.3,,16.7,,0.0,,,M,,M,4.6,,,,,M,,M
1555,2018-04-05,2,2018,4,5,,2.9,,-3.9,,-0.5,,18.5,,0.0,,,M,,M,0.2,,,,,M,,M
1556,2018-04-06,0,2018,4,6,,5.4,,-2.6,,1.4,,16.6,,0.0,,,M,,M,1.4,,,,,M,,M
1557,2018-04-07,2,2018,4,7,,2.0,,-4.4,,-1.2,,19.2,,0.0,,,M,,M,0.0,,,,,M,,M
1558,2018-04-08,0,2018,4,8,,2.7,,-3.6,,-0.5,,18.5,,0.0,,,M,,M,0.0,,,,,M,,M
1559,2018-04-09,1,2018,4,9,,,M,-3.6,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1560,2018-04-10,4,2018,4,10,,5.8,,-1.0,,2.4,,15.6,,0.0,,,M,,M,0.0,,,,,M,,M
1561,2018-04-11,3,2018,4,11,,5.4,,1.2,,3.3,,14.7,,0.0,,,M,,M,0.9,,,,,M,,M
1562,2018-04-12,4,2018,4,12,,13.4,,1.2,,7.3,,10.7,,0.0,,,M,,M,2.0,,,,,M,,M
1563,2018-04-13,3,2018,4,13,,5.9,,2.8,,4.4,,13.6,,0.0,,,M,,M,5.4,,,,,M,,M
1564,2018-04-14,8,2018,4,14,,4.6,,-3.8,,0.4,,17.6,,0.0,,,M,,M,24.4,,0.0,T,,M,,M
1565,2018-04-15,19,2018,4,15,,1.4,,-2.9,,-0.8,,18.8,,0.0,,,M,,M,36.1,,4.0,,,M,,M
1566,2018-04-16,101,2018,4,16,,4.0,,1.1,,2.6,,15.4,,0.0,,,M,,M,28.8,,5.0,,,M,,M
1567,2018-04-17,22,2018,4,17,,2.0,,-0.8,,0.6,,17.4,,0.0,,,M,,M,0.8,,4.0,,,M,,M
1568,2018-04-18,13,2018,4,18,,4.7,,1.0,,2.9,,15.1,,0.0,,,M,,M,0.0,,3.0,,,M,,M
1569,2018-04-19,7,2018,4,19,,5.1,,0.5,,2.8,,15.2,,0.0,,,M,,M,0.0,,2.0,,,M,,M
1570,2018-04-20,2,2018,4,20,,8.6,,-0.7,,4.0,,14.0,,0.0,,,M,,M,0.0,,,,,M,,M
1571,2018-04-21,3,2018,4,21,,13.3,,0.3,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
1572,2018-04-22,3,2018,4,22,,15.1,,3.2,,9.2,,8.8,,0.0,,,M,,M,0.0,,,,,M,,M
1573,2018-04-23,1,2018,4,23,,15.9,,6.8,,11.4,,6.6,,0.0,,,M,,M,0.0,,,,,M,,M
1574,2018-04-24,4,2018,4,24,,16.3,,8.9,,12.6,,5.4,,0.0,,,M,,M,3.2,,,,,M,,M
1575,2018-04-25,19,2018,4,25,,11.1,,4.4,,7.8,,10.2,,0.0,,,M,,M,16.1,,,,,M,,M
1576,2018-04-26,14,2018,4,26,,16.4,,4.2,,10.3,,7.7,,0.0,,,M,,M,0.8,,,,,M,,M
1577,2018-04-27,7,2018,4,27,,14.2,,6.4,,10.3,,7.7,,0.0,,,M,,M,1.4,,,,,M,,M
1578,2018-04-28,4,2018,4,28,,9.0,,1.8,,5.4,,12.6,,0.0,,,M,,M,2.1,,,,,M,,M
1579,2018-04-29,0,2018,4,29,,11.2,,0.6,,5.9,,12.1,,0.0,,,M,,M,0.2,,,,,M,,M
1580,2018-04-30,3,2018,4,30,,19.7,,3.9,,11.8,,6.2,,0.0,,,M,,M,0.0,,,,,M,,M
1581,2018-05-01,2,2018,5,1,,23.5,,8.5,,16.0,,2.0,,0.0,,,M,,M,0.0,,,,,M,,M
1582,2018-05-02,2,2018,5,2,,26.3,,14.4,,20.4,,0.0,,2.4,,,M,,M,0.0,,,,,M,,M
1583,2018-05-03,10,2018,5,3,,23.0,,11.4,,17.2,,0.8,,0.0,,,M,,M,4.7,,,,,M,,M
1584,2018-05-04,10,2018,5,4,,24.0,,9.2,,16.6,,1.4,,0.0,,,M,,M,4.7,,,,,M,,M
1585,2018-05-05,1,2018,5,5,,24.1,,8.5,,16.3,,1.7,,0.0,,,M,,M,0.0,,,,,M,,M
1586,2018-05-06,2,2018,5,6,,17.4,,13.3,,15.4,,2.6,,0.0,,,M,,M,0.2,,,,,M,,M
1587,2018-05-07,3,2018,5,7,,15.9,,10.6,,13.3,,4.7,,0.0,,,M,,M,0.0,,,,,M,,M
1588,2018-05-08,4,2018,5,8,,18.2,,8.5,,13.4,,4.6,,0.0,,,M,,M,0.0,,,,,M,,M
1589,2018-05-09,0,2018,5,9,,23.3,,11.4,,17.4,,0.6,,0.0,,,M,,M,0.0,,,,,M,,M
1590,2018-05-10,8,2018,5,10,,20.9,,6.3,,13.6,,4.4,,0.0,,,M,,M,2.1,,,,,M,,M
1591,2018-05-11,3,2018,5,11,,10.6,,6.3,,8.5,,9.5,,0.0,,,M,,M,0.0,,,,,M,,M
1592,2018-05-12,2,2018,5,12,,13.6,,8.1,,10.9,,7.1,,0.0,,,M,,M,0.0,,,,,M,,M
